reactome_id	name	snps
R-HSA-913531	Interferon Signaling	rs9271366, rs12720356, rs987870, rs5742915, rs7775228, rs9277535, rs2523809, rs1127065, rs12644284, rs11642873, rs4713693, rs10758669, rs2301271, rs280519, rs1033180, rs3077, rs12216125, rs6457617, rs7453920, rs2856718, rs3129055, rs305061, rs3129890, rs2523608, rs9468925, rs2070729, rs2247056, rs10863790, rs3135363, rs4728142, rs12199222, rs2066808, rs4932194, rs13437082, rs9357152, rs391525, rs872071, rs12203592, rs2860580, rs2647012, rs10484561, rs13192471, rs5498, rs9275572, rs45430, rs9275698, rs3135338, rs2647044, rs3129882, rs9357155, rs2858331, rs4781011, rs7774434, rs4294134, rs3093030, rs6903608, rs12279261, rs1799969, rs9468692, rs660895, rs10484554, rs1893217, rs1436109, rs9264942, rs7765379
R-HSA-8981373	Intestinal hexose absorption	
R-HSA-8963678	Intestinal lipid absorption	
R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	rs1541160, rs7993214, rs12138950, rs3815148, rs6001027, rs7581919, rs8007661, rs2280543, rs6583826, rs2297909, rs183211, rs7112513, rs10844154, rs708224, rs2208059, rs4714261, rs2284063, rs4954218, rs910316, rs11602954, rs1411478, rs4906172, rs17608766, rs738322, rs7570971, rs199533, rs6917747, rs17030613, rs261902, rs7435
R-HSA-5620924	Intraflagellar transport	rs8007661, rs1541160, rs3739070
R-HSA-109606	Intrinsic Pathway for Apoptosis	rs477895, rs7610017, rs10937405, rs710521, rs2283792, rs8192917, rs4132509, rs210134, rs210138, rs744166
R-HSA-140837	Intrinsic Pathway of Fibrin Clot Formation	rs2731672, rs6065, rs710446
R-HSA-1296065	Inwardly rectifying K+ channels	rs291353, rs5215, rs8079702, rs5219, rs4640244, rs29232
R-HSA-5578775	Ion homeostasis	rs5215, rs4074536, rs10919071, rs1127065, rs999943, rs12883884, rs2819742, rs2681472, rs11065611, rs2229116, rs5219, rs7554607, rs6807064, rs2306677, rs2681492, rs2819770
R-HSA-936837	Ion transport by P-type ATPases	rs10919071, rs1127065, rs10503019, rs2681472, rs11065611, rs7250872, rs3738814, rs10938494, rs6807064, rs2681492, rs12968116
R-HSA-450604	KSRP (KHSRP) binds and destabilizes mRNA	
R-HSA-74182	Ketone body metabolism	
R-HSA-983189	Kinesins	rs1541160, rs2297909, rs2208059, rs6583826, rs4714261
R-HSA-373760	L1CAM interactions	rs1064395, rs10510181, rs3780792, rs2158836, rs4948418, rs6800541, rs1551943, rs11898505, rs678962, rs3922844, rs6795970, rs197770, rs2502731, rs11979158, rs538147, rs6764363, rs10483853, rs12053903, rs12344583, rs10994397, rs2283792, rs13015447, rs12279261, rs10761482, rs1755289, rs1436109, rs10810865, rs1011731
R-HSA-5653890	Lactose synthesis	
R-HSA-1222352	Latent infection of Homo sapiens with Mycobacterium tuberculosis	
R-HSA-8964572	Lipid particle organization	
R-HSA-8876384	Listeria monocytogenes entry into host cells	rs10243024, rs2562784, rs1755289, rs10810865, rs6673480, rs9929218
R-HSA-9005891	Loss of function of MECP2 in Rett syndrome	rs10491334, rs12423712, rs8028182
R-HSA-8853383	Lysosomal oligosaccharide catabolism	rs228614
R-HSA-68886	M Phase	rs2312147, rs17077154, rs4668356, rs1007738, rs7798500, rs1031381, rs2301436, rs784411, rs10460009, rs16861990, rs13194491, rs2916733, rs990324, rs2807580, rs9357155, rs831571, rs13224682, rs4294134, rs11158493, rs4906172, rs2283792, rs12199222, rs2236164, rs16912145, rs3889237, rs1493682, rs438034, rs2431697
R-HSA-5684996	MAPK1/MAPK3 signaling	rs4764043, rs12720356, rs7025486, rs706779, rs1127065, rs2075726, rs1378942, rs4767631, rs7578326, rs2284033, rs2160519, rs280519, rs10758669, rs10748128, rs6056, rs1876518, rs1484170, rs831571, rs152528, rs2981579, rs2104286, rs1219648, rs2121875, rs10501570, rs5945326, rs2283792, rs17148090, rs10243024, rs4129267, rs454305, rs2114039, rs1350666, rs3782181, rs4764039, rs995030, rs4338740, rs11898505, rs7090512, rs4537545, rs12821256, rs10444502, rs11065987, rs9357155, rs12251307, rs3885683, rs11979158, rs2439312, rs7677751, rs11158493, rs8035957, rs786870, rs12279261, rs7911500, rs2943641, rs3118470, rs10898392, rs3743200, rs4143832, rs17369571, rs6687758, rs2032794, rs6691170, rs1436109, rs1458038, rs892055
R-HSA-5687128	MAPK6/MAPK4 signaling	rs9623117, rs831571, rs139909, rs2153960, rs3218097, rs2084385, rs11968166, rs2755237, rs12484776, rs4601609, rs9480865, rs9674544, rs4670766, rs9642880, rs9357155
R-HSA-5657655	MGMT-mediated DNA damage reversal	
R-HSA-2132295	MHC class II antigen presentation	rs9271366, rs987870, rs12138950, rs7775228, rs9277535, rs2301271, rs3077, rs6457617, rs7453920, rs2856718, rs3129890, rs4906172, rs3135363, rs9357152, rs2647012, rs1011731, rs10484561, rs1541160, rs13192471, rs9635963, rs9275572, rs678962, rs9500927, rs9275698, rs3135338, rs2647044, rs2502731, rs3129882, rs2858331, rs7774434, rs2289700, rs6903608, rs1755289, rs660895, rs6583826, rs17030613, rs10810865, rs7765379
R-HSA-5660489	MTF1 activates gene expression	
R-HSA-912446	Meiotic recombination	rs13194491, rs3131379, rs2244012, rs2069408, rs11661542, rs10876993, rs1801516
R-HSA-1221632	Meiotic synapsis	rs13194491
R-HSA-5662702	Melanin biosynthesis	rs35390, rs1042602, rs16891982, rs1847134, rs35391, rs1393350
R-HSA-5579029	Metabolic disorders of biological oxidation enzymes	rs6742078, rs3027409, rs5751901, rs2305707, rs2899472, rs2248359, rs887829, rs17115100
R-HSA-2022377	Metabolism of Angiotensinogen to Angiotensins	rs4329, rs4343
R-HSA-8978934	Metabolism of cofactors	rs3796804, rs710841
R-HSA-6806667	Metabolism of fat-soluble vitamins	rs1574192, rs2228671, rs11668477, rs6511720, rs6754295, rs2250417, rs16946160, rs1466535, rs1667255, rs541041, rs10096633, rs11172113, rs2083637, rs673548, rs693, rs9523762, rs830998, rs2352028, rs9923231, rs2544390, rs1008953, rs12678919, rs8002779
R-HSA-351202	Metabolism of polyamines	rs831571, rs2807278, rs4636294, rs7023329, rs9357155
R-HSA-8957322	Metabolism of steroids	rs2282679, rs9635963, rs2248359, rs2305707, rs16856332, rs3846662, rs2899472, rs11568563, rs4363657, rs552976, rs11254363, rs11868035, rs2645424, rs10508517, rs1801239, rs17115100, rs830998, rs2544390, rs4723738, rs4149081, rs6602175
R-HSA-196849	Metabolism of water-soluble vitamins and cofactors	rs11254363, rs7122539, rs11185790, rs10508517, rs1801239, rs7134594, rs10513789, rs2295639, rs1801133, rs10498514, rs7651039, rs7253363, rs2847476, rs17367504, rs6602175, rs11754661, rs4698412, rs4538475
R-HSA-5661231	Metallothioneins bind metals	
R-HSA-203927	MicroRNA (miRNA) biogenesis	rs6761
R-HSA-5358606	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	
R-HSA-5358565	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	
R-HSA-1369007	Mitochondrial ABC transporters	
R-HSA-163282	Mitochondrial transcription initiation	
R-HSA-163316	Mitochondrial transcription termination	
R-HSA-5368287	Mitochondrial translation	rs7716600, rs7638110
R-HSA-453279	Mitotic G1-G1/S phases	rs2277339, rs4800148, rs16991615, rs1063192, rs10758669, rs236114, rs11082304, rs12483205, rs2835810, rs2069408, rs4132509, rs11611647, rs9357155, rs4238010, rs4369779, rs831571, rs7158173, rs3218097, rs2282978, rs11968166, rs1321311, rs837763, rs445, rs8102137, rs9642880, rs10876993
R-HSA-453274	Mitotic G2-G2/M phases	rs831571, rs13224682, rs1007738, rs7798500, rs784411, rs1561570, rs4906172, rs1321311, rs2301436, rs2236164, rs16861990, rs438034, rs2069408, rs9357155
R-HSA-69618	Mitotic Spindle Checkpoint	rs16912145, rs1493682, rs438034, rs11158493, rs4906172, rs1007738
R-HSA-2129379	Molecules associated with elastic fibres	rs4444235, rs27855, rs7077361, rs967417, rs3791679, rs7577894, rs12431733, rs374748
R-HSA-375165	NCAM signaling for neurite out-growth	rs2070615, rs1064395, rs2281845, rs6107516, rs7319311, rs3742207, rs7044529, rs12279261, rs2283792, rs11898505, rs6052699, rs7069923, rs7076247, rs1436109, rs216013
R-HSA-8951664	Neddylation	rs7579899, rs831571, rs3769124, rs17083844, rs11107116, rs13390159, rs3772130, rs16912145, rs2430212, rs1568657, rs9357155, rs17116334, rs7208487
R-HSA-5250941	Negative epigenetic regulation of rRNA expression	rs7097, rs8321, rs8028182, rs13194491
R-HSA-373752	Netrin-1 signaling	rs12643654, rs4703129, rs1379659, rs7050529, rs7504990, rs4282339, rs768048
R-HSA-6794361	Neurexins and neuroligins	rs4764043, rs10146997, rs3885683, rs10831496, rs4764039, rs7713917, rs10501570, rs7769153, rs2160519, rs17148090, rs10898392, rs17021918, rs13074924, rs11848785, rs12500426
R-HSA-112311	Neurotransmitter clearance	rs3027409, rs651164, rs1564348
R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	rs4764043, rs6056209, rs1127065, rs242557, rs1869901, rs8043440, rs8070723, rs12658202, rs2160519, rs758642, rs7805747, rs3110496, rs183211, rs2877716, rs12797755, rs13224682, rs12914385, rs10501570, rs2283792, rs17148090, rs29232, rs8099939, rs6118083, rs2601828, rs950776, rs199533, rs12201676, rs1051730, rs9303401, rs263238, rs4764039, rs7798500, rs10491334, rs7795096, rs16868941, rs4640244, rs291353, rs363512, rs3885683, rs2439312, rs517811, rs8042374, rs10898392, rs3743200, rs3889237, rs8079702, rs12807809, rs12207601
R-HSA-112310	Neurotransmitter release cycle	rs3027409, rs10121009, rs10455248, rs9990174, rs10774021, rs651164, rs6695567, rs1564348
R-HSA-112313	Neurotransmitter uptake and metabolism In glial cells	
R-HSA-6798695	Neutrophil degranulation	rs13236689, rs3818361, rs6701713, rs2236313, rs2885805, rs10512597, rs1667255, rs7112513, rs12034383, rs11618202, rs831571, rs169082, rs17095830, rs2523608, rs7236477, rs11150610, rs9468925, rs2247056, rs7937, rs4906172, rs3177980, rs2283792, rs950776, rs13437082, rs6917747, rs2860580, rs17126232, rs6504218, rs2807278, rs1801274, rs4789939, rs228614, rs4538475, rs1335532, rs2289700, rs3865444, rs9888739, rs3826656, rs766903, rs11574637, rs10484554, rs337847, rs7665090, rs4698412, rs9264942, rs1385374
R-HSA-392154	Nitric oxide stimulates guanylate cyclase	rs710841, rs10841496, rs1348582, rs11611208, rs4979906, rs7922491, rs3796804, rs12418204, rs4795067
R-HSA-5693571	Nonhomologous End-Joining (NHEJ)	rs2244012, rs16859517, rs3768716, rs6435862, rs13194491, rs12913832, rs365132, rs1667394, rs1801516
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	rs10507380, rs12580100, rs6604026, rs2280401
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	rs10507380, rs12580100, rs6604026, rs2280401
R-HSA-8956320	Nucleobase biosynthesis	
R-HSA-8956319	Nucleobase catabolism	rs2074955, rs11143230, rs470119, rs37369, rs873917
R-HSA-774815	Nucleosome assembly	rs13194491, rs1490388, rs9388489
R-HSA-8956321	Nucleotide salvage	rs4657482, rs2074955, rs7924176, rs470119
R-HSA-5339562	Uptake and actions of bacterial toxins	rs4333130, rs4315565
R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	rs610604, rs10781500, rs2413583, rs4077515, rs2076756, rs9302752, rs968451, rs5743289, rs40457, rs1539019, rs2327832, rs2230926, rs7665090
R-HSA-5173105	O-linked glycosylation	rs4533267, rs4072037, rs10865331, rs10259085, rs1816002, rs6868223, rs6795735, rs7183263, rs275380, rs1109501, rs7249094, rs10873876, rs17556665, rs4842838, rs11220462, rs16861329, rs12899618, rs2236653, rs10438933, rs10937275, rs1427593, rs6710518
R-HSA-6802957	Oncogenic MAPK signaling	rs10945919, rs7025486, rs4767631, rs1127065, rs786870, rs1378942, rs6056, rs2283792, rs10758669, rs1874326, rs2032794, rs11065987, rs10444502, rs1876518
R-HSA-210990	PECAM1 interactions	rs6504218
R-HSA-381042	PERK regulates gene expression	rs2217332
R-HSA-2219528	PI3K/AKT Signaling in Cancer	rs2153960, rs3782181, rs6902771, rs2755237, rs995030, rs4338740, rs7578326, rs10748128, rs543650, rs4132509, rs17036350, rs12821256, rs3805236, rs4660531, rs152528, rs11979158, rs2439312, rs477895, rs7677751, rs1219648, rs2121875, rs1999805, rs2114039, rs1321311, rs2981579, rs2943641, rs10243024, rs9282641, rs17369571, rs2504063, rs9480865, rs4675374, rs454305, rs1458038, rs1350666, rs1484170
R-HSA-1257604	PIP3 activates AKT signaling	rs5742915, rs9290936, rs6902771, rs2755237, rs7578326, rs10748128, rs543650, rs17036350, rs4132509, rs4660531, rs7111341, rs831571, rs7626795, rs6774494, rs152528, rs477895, rs2981579, rs1219648, rs2121875, rs2283792, rs10243024, rs4601609, rs9480865, rs454305, rs2114039, rs2115386, rs1350666, rs9623117, rs139909, rs2153960, rs3782181, rs995030, rs4338740, rs6068020, rs12821256, rs3805236, rs9357155, rs1342326, rs11979158, rs2439312, rs7677751, rs11158493, rs1999805, rs12484776, rs1321311, rs2943641, rs6051520, rs9282641, rs17369571, rs2504063, rs1713985, rs4675374, rs891088, rs1458038, rs1420101, rs1484170
R-HSA-5601884	PIWI-interacting RNA (piRNA) biogenesis	rs6761
R-HSA-163358	PKA-mediated phosphorylation of key metabolic factors	
R-HSA-3214841	PKMTs methylate histone lysines	rs2900333, rs2651899, rs7665090, rs17050782, rs2517388, rs6774494
R-HSA-2892247	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	rs11767557, rs10521222, rs3130501, rs744166, rs6068020
R-HSA-2892245	POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	rs3130501
R-HSA-163767	PP2A-mediated dephosphorylation of key metabolic factors	
R-HSA-212300	PRC2 methylates histones and DNA	rs1953126, rs6941421, rs13194491
R-HSA-432047	Passive transport by Aquaporins	
R-HSA-71336	Pentose phosphate pathway	
R-HSA-209952	Peptide hormone biosynthesis	rs7789197
R-HSA-5576892	Phase 0 - rapid depolarisation	rs2281845, rs1127065, rs12053903, rs6800541, rs13015447, rs3922844, rs6795970, rs975121, rs7069923, rs7076247, rs216013, rs2070615
R-HSA-5576894	Phase 1 - inactivation of fast Na+ channels	rs358592, rs11957313
R-HSA-5576893	Phase 2 - plateau phase	rs2070615, rs179429, rs2281845, rs2270676, rs2237878, rs2237886, rs727957, rs163182, rs2237892, rs7069923, rs7076247, rs12576239, rs1440072, rs216013
R-HSA-5576890	Phase 3 - rapid repolarisation	rs4725982, rs179429, rs2270676, rs2237878, rs727957, rs2237886, rs163182, rs2237892, rs3807375, rs12576239, rs1440072
R-HSA-5576886	Phase 4 - resting membrane potential	rs6544997, rs8079702, rs4640244
R-HSA-211945	Phase I - Functionalization of compounds	rs2472304, rs2470893, rs2068888, rs2248359, rs2305707, rs12188164, rs2899472, rs2108622, rs4086116, rs1057910, rs1789924, rs3027409, rs12772169, rs12767583, rs12073837, rs2185570, rs10509680, rs991316, rs1789891
R-HSA-156580	Phase II - Conjugation of compounds	rs1495741, rs6686643, rs2472304, rs9473582, rs433598, rs887829, rs6742078, rs5751901, rs2847476, rs4148325, rs11892031
R-HSA-2160456	Phenylketonuria	
R-HSA-1483257	Phospholipid metabolism	rs6001027, rs1202199, rs1902341, rs2736428, rs10460009, rs2302189, rs12537, rs2285714, rs738322, rs4664308, rs1857353, rs4129767, rs494620, rs2284063, rs7435, rs6585827
R-HSA-5578768	Physiological factors	rs3825214, rs2580816
R-HSA-8963898	Plasma lipoprotein assembly	rs673548, rs4149268, rs693, rs2515629, rs2575876, rs6754295, rs12686004, rs541041, rs3905000
R-HSA-8964043	Plasma lipoprotein clearance	rs11057830, rs2228671, rs7120118, rs11668477, rs6511720, rs6754295, rs1805081, rs10468017, rs541041, rs1532085, rs4775031, rs1412444, rs673548, rs11254363, rs693, rs10508517, rs1801239, rs3825776, rs3757354, rs6602175, rs4765623, rs11206510
R-HSA-8963899	Plasma lipoprotein remodeling	rs12272004, rs12708980, rs6754295, rs10468017, rs541041, rs1800775, rs10096633, rs1532085, rs425215, rs4775031, rs9989419, rs1864163, rs7561273, rs673548, rs2083637, rs693, rs10512049, rs2842483, rs7499892, rs1532624, rs3825776, rs6919346, rs6065904, rs3764261, rs4939883, rs12678919
R-HSA-75896	Plasmalogen biosynthesis	
R-HSA-76009	Platelet Aggregation (Plug Formation)	rs290986, rs441051, rs1378942, rs869244, rs6056, rs786870, rs8035957, rs6065
R-HSA-418360	Platelet calcium homeostasis	rs2681472, rs11065611, rs12883884, rs999943, rs6807064, rs2306677, rs2681492
R-HSA-432142	Platelet sensitization by LDL	rs6504218, rs673548, rs693, rs6754295, rs11158493, rs541041
R-HSA-5250913	Positive epigenetic regulation of rRNA expression	rs7097, rs2240466, rs8321, rs13194491
R-HSA-389977	Post-chaperonin tubulin folding pathway	
R-HSA-426496	Post-transcriptional silencing by small RNAs	rs9623117, rs139909, rs12484776
R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins	rs2568958, rs952700, rs9943849, rs9467160, rs1550976, rs992564, rs4698412, rs7159841, rs10494067, rs975334, rs11243676, rs10935268, rs1883415, rs2619566, rs2294008, rs12141391, rs4538475
R-HSA-8957275	Post-translational protein phosphorylation	rs1049296, rs2239785, rs1799852, rs2158836, rs6754295, rs17525472, rs7698623, rs710446, rs541041, rs310501, rs2298574, rs4444235, rs3811647, rs1471403, rs484959, rs12272004, rs12431733, rs673548, rs693, rs1867504, rs4689388, rs11206510, rs5943057
R-HSA-1912422	Pre-NOTCH Expression and Processing	rs9623117, rs139909, rs9296015, rs404860, rs12484776, rs11220462, rs11065611, rs4601609, rs2236653, rs3131296, rs13194491, rs443198
R-HSA-112308	Presynaptic depolarization and calcium channel opening	rs7076247, rs7069923, rs2070615
R-HSA-77595	Processing of Intronless Pre-mRNAs	
R-HSA-8949664	Processing of SMDT1	
R-HSA-1170546	Prolactin receptor signaling	rs1341239, rs13188386, rs10758669, rs979233
R-HSA-392851	Prostacyclin signalling through prostacyclin receptor	rs291353
R-HSA-8876725	Protein methylation	
R-HSA-8852135	Protein ubiquitination	rs13194491, rs12741973, rs16912145, rs1394125, rs4821112, rs2336725, rs5754217, rs2860580
R-HSA-71406	Pyruvate metabolism and Citric Acid (TCA) cycle	rs2896526, rs6792584, rs732528
R-HSA-8873719	RAB geranylgeranylation	rs2967605, rs10512597, rs7937, rs1386330
R-HSA-8853659	RET signaling	rs3889237, rs10748128, rs12540874, rs3805236, rs17581368
R-HSA-195258	RHO GTPase Effectors	rs2084385, rs1007738, rs4821469, rs735854, rs7112925, rs3753242, rs8042680, rs13194491, rs2735839, rs10411210, rs4821544, rs4742269, rs6625163, rs11158493, rs4906172, rs6699417, rs2283792, rs9929218, rs3889237, rs1493682, rs438034, rs5031002, rs5919432
R-HSA-5213460	RIPK1-mediated regulated necrosis	rs2234978, rs13278062
R-HSA-3214858	RMTs methylate histone arginines	rs10758669, rs2251219, rs10876993
R-HSA-77075	RNA Pol II CTD phosphorylation and interaction with CE	rs6761
R-HSA-73777	RNA Polymerase I Chain Elongation	rs7097, rs8321, rs13194491
R-HSA-73854	RNA Polymerase I Promoter Clearance	rs7097, rs8321, rs13194491
R-HSA-73863	RNA Polymerase I Transcription Termination	rs7097, rs8321
R-HSA-674695	RNA Polymerase II Pre-transcription Events	rs2336725, rs2978263, rs6761
R-HSA-75955	RNA Polymerase II Transcription Elongation	rs2336725, rs6761
R-HSA-76042	RNA Polymerase II Transcription Initiation And Promoter Clearance	rs2978263, rs6761
R-HSA-73779	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	rs2978263, rs6761
R-HSA-73856	RNA Polymerase II Transcription Termination	
R-HSA-749476	RNA Polymerase III Abortive And Retractive Initiation	rs7097, rs9803659, rs6691768, rs2562519
R-HSA-73780	RNA Polymerase III Chain Elongation	rs7097, rs2562519
R-HSA-76046	RNA Polymerase III Transcription Initiation	rs9803659, rs7097, rs2562519
R-HSA-73980	RNA Polymerase III Transcription Termination	rs7097, rs6691768, rs2562519
